2019-07-07,12,4.84798
2019-07-07,13,4.28293
2019-07-07,14,3.37366
2019-07-07,15,1.76019
2019-07-07,16,1.12807
2019-07-07,17,0.37566
2019-07-07,18,1.20134
2019-07-07,19,0.49400
2019-07-07,20,0.04385
2019-07-07,21,0.00000
2019-07-07,22,0.00000
2019-07-07,23,0.00000
2019-07-07,24,0.00000
2019-07-08,1,0.00000
2019-07-08,2,0.00000
2019-07-08,3,0.00000
2019-07-08,4,0.00000
2019-07-08,5,0.00000
2019-07-08,6,0.01108
2019-07-08,7,0.15927
2019-07-08,8,0.44009
2019-07-08,9,1.48570
2019-07-08,10,3.10496
2019-07-08,11,4.18353
2019-07-08,12,5.33712
2019-07-08,13,5.25102
2019-07-08,14,5.13849
2019-07-08,15,4.73740
2019-07-08,16,2.67095
2019-07-08,17,0.36190
2019-07-08,18,0.51107
2019-07-08,19,0.16791
2019-07-08,20,0.00738
2019-07-08,21,0.00000
2019-07-08,22,0.00000
2019-07-08,23,0.00000
2019-07-08,24,0.00000
2019-07-09,1,0.00000
2019-07-09,2,0.00000
2019-07-09,3,0.00000
2019-07-09,4,0.00000
2019-07-09,5,0.00000
2019-07-09,6,0.00522
2019-07-09,7,0.19430
2019-07-09,8,0.91984
2019-07-09,9,1.88590
2019-07-09,10,2.44296
2019-07-09,11,2.27315
2019-07-09,12,2.38992
2019-07-09,13,1.49505
2019-07-09,14,1.56166
2019-07-09,15,1.97984
2019-07-09,16,3.46936
2019-07-09,17,1.11819
2019-07-09,18,0.87984
2019-07-09,19,0.22733
2019-07-09,20,0.04225
2019-07-09,21,0.00000
2019-07-09,22,0.00000
2019-07-09,23,0.00000
2019-07-09,24,0.00000
2019-07-10,1,0.00000
2019-07-10,2,0.00000
2019-07-10,3,0.00000
2019-07-10,4,0.00000
2019-07-10,5,0.00000
2019-07-10,6,0.00008
2019-07-10,7,0.04289
2019-07-10,8,0.19800
2019-07-10,9,0.56399
2019-07-10,10,0.72965
2019-07-10,11,0.48086
2019-07-10,12,0.90043
2019-07-10,13,0.87564
2019-07-10,14,0.94719
2019-07-10,15,0.63633
2019-07-10,16,0.48814
2019-07-10,17,0.40364
2019-07-10,18,0.19052
2019-07-10,19,0.03719
2019-07-10,20,0.00000
2019-07-10,21,0.00000
2019-07-10,22,0.00000
2019-07-10,23,0.00000
2019-07-10,24,0.00000
2019-07-11,1,0.00000
2019-07-11,2,0.00000
2019-07-11,3,0.00000
2019-07-11,4,0.00000
2019-07-11,5,0.00000
2019-07-11,6,0.02200
2019-07-11,7,0.16311
2019-07-11,8,0.38336
2019-07-11,9,1.29288
2019-07-11,10,2.68915
2019-07-11,11,2.54171
2019-07-11,12,2.67689
2019-07-11,13,2.28545
2019-07-11,14,1.71851
2019-07-11,15,1.83708
2019-07-11,16,1.59047
2019-07-11,17,0.81864
2019-07-11,18,0.80662
2019-07-11,19,0.40770
2019-07-11,20,0.03051
2019-07-11,21,0.00000
2019-07-11,22,0.00000
2019-07-11,23,0.00000
2019-07-11,24,0.00000
2019-07-12,1,0.00000
2019-07-12,2,0.00000
2019-07-12,3,0.00000
2019-07-12,4,0.00000
2019-07-12,5,0.00000
2019-07-12,6,0.01590
2019-07-12,7,0.27576
2019-07-12,8,0.68720
2019-07-12,9,1.54675
2019-07-12,10,2.22054
2019-07-12,11,2.29016
2019-07-12,12,1.97367
2019-07-12,13,1.69826
2019-07-12,14,2.27994
2019-07-12,15,2.05444
2019-07-12,16,1.77115
2019-07-12,17,1.42277
2019-07-12,18,0.48619
2019-07-12,19,0.13408
2019-07-12,20,0.00754
2019-07-12,21,0.00000
2019-07-12,22,0.00000
2019-07-12,23,0.00000
2019-07-12,24,0.00000
2019-07-13,1,0.00000
2019-07-13,2,0.00000
2019-07-13,3,0.00000
2019-07-13,4,0.00000
2019-07-13,5,0.00000
2019-07-13,6,0.00000
2019-07-13,7,0.02995
2019-07-13,8,0.25011
2019-07-13,9,0.29715
2019-07-13,10,0.66940
2019-07-13,11,1.21396
2019-07-13,12,1.05721
2019-07-13,13,2.13531
2019-07-13,14,3.03743
2019-07-13,15,2.80031
2019-07-13,16,2.23515
2019-07-13,17,1.76553
2019-07-13,18,0.90483
2019-07-13,19,0.39776
2019-07-13,20,0.05269
2019-07-13,21,0.00000
2019-07-13,22,0.00000
2019-07-13,23,0.00000
2019-07-13,24,0.00000
2019-07-14,1,0.00000
2019-07-14,2,0.00000
2019-07-14,3,0.00000
2019-07-14,4,0.00000
2019-07-14,5,0.00000
2019-07-14,6,0.00040
2019-07-14,7,0.31196
2019-07-14,8,1.04553
2019-07-14,9,2.07051
2019-07-14,10,3.50202
2019-07-14,11,4.48290
2019-07-14,12,4.71025
2019-07-14,13,4.53834
2019-07-14,14,4.39938
2019-07-14,15,4.36432
2019-07-14,16,4.04118
2019-07-14,17,2.96974
2019-07-14,18,1.68532
2019-07-14,19,0.65473
2019-07-14,20,0.09486
2019-07-14,21,0.00000
2019-07-14,22,0.00000
2019-07-14,23,0.00000
2019-07-14,24,0.00000
2019-07-15,1,0.00000
2019-07-15,2,0.00000
2019-07-15,3,0.00000
2019-07-15,4,0.00000
2019-07-15,5,0.00000
2019-07-15,6,0.00128
2019-07-15,7,0.25073
2019-07-15,8,0.55567
2019-07-15,9,1.82360
2019-07-15,10,3.06059
2019-07-15,11,4.02443
2019-07-15,12,4.72682
2019-07-15,13,5.00980
2019-07-15,14,4.71045
2019-07-15,15,4.36772
2019-07-15,16,1.68067
2019-07-15,17,1.20390
2019-07-15,18,0.67568
2019-07-15,19,0.26971
2019-07-15,20,0.03589
2019-07-15,21,0.00000
2019-07-15,22,0.00000
2019-07-15,23,0.00000
2019-07-15,24,0.00000
2019-07-16,1,0.00000
2019-07-16,2,0.00000
2019-07-16,3,0.00000
2019-07-16,4,0.00000
2019-07-16,5,0.00000
2019-07-16,6,0.00562
2019-07-16,7,0.14451
2019-07-16,8,0.54434
2019-07-16,9,1.08222
2019-07-16,10,1.61443
2019-07-16,11,1.97228
2019-07-16,12,2.24229
2019-07-16,13,1.89883
2019-07-16,14,2.06573
2019-07-16,15,2.25492
2019-07-16,16,1.89383
2019-07-16,17,1.39448
2019-07-16,18,0.64692
2019-07-16,19,0.26081
2019-07-16,20,0.02448
2019-07-16,21,0.00000
2019-07-16,22,0.00000
2019-07-16,23,0.00000
2019-07-16,24,0.00000
2019-07-17,1,0.00000
2019-07-17,2,0.00000
2019-07-17,3,0.00000
2019-07-17,4,0.00000
2019-07-17,5,0.00000
2019-07-17,6,0.00650
2019-07-17,7,0.14619
2019-07-17,8,0.62197
2019-07-17,9,1.00180
2019-07-17,10,1.37483
2019-07-17,11,2.07232
2019-07-17,12,2.54505
2019-07-17,13,2.66999
2019-07-17,14,2.25701
2019-07-17,15,2.01089
2019-07-17,16,1.15549
2019-07-17,17,0.56110
2019-07-17,18,0.16395
2019-07-17,19,0.08382
2019-07-17,20,0.00602
2019-07-17,21,0.00000
2019-07-17,22,0.00000
2019-07-17,23,0.00000
2019-07-17,24,0.00000
2019-07-18,1,0.00000
2019-07-18,2,0.00000
2019-07-18,3,0.00000
2019-07-18,4,0.00000
2019-07-18,5,0.00000
2019-07-18,6,0.00000
2019-07-18,7,0.01500
2019-07-18,8,0.05443
2019-07-18,9,0.37729
2019-07-18,10,0.46867
2019-07-18,11,0.50217
2019-07-18,12,1.36014
2019-07-18,13,1.01345
2019-07-18,14,0.53964
2019-07-18,15,0.42130
2019-07-18,16,0.22724
2019-07-18,17,0.14775
2019-07-18,18,0.12902
2019-07-18,19,0.10004
2019-07-18,20,0.02472
2019-07-18,21,0.00000
2019-07-18,22,0.00000
2019-07-18,23,0.00000
2019-07-18,24,0.00000
2019-07-19,1,0.00000
2019-07-19,2,0.00000
2019-07-19,3,0.00000
2019-07-19,4,0.00000
2019-07-19,5,0.00000
2019-07-19,6,0.00008
2019-07-19,7,0.01348
2019-07-19,8,0.03435
2019-07-19,9,0.00826
2019-07-19,10,0.02022
2019-07-19,11,0.16855
2019-07-19,12,0.25653
2019-07-19,13,0.41226
2019-07-19,14,0.20964
2019-07-19,15,0.20292
2019-07-19,16,0.08864
2019-07-19,17,0.10888
2019-07-19,18,0.16557
2019-07-19,19,0.08728
2019-07-19,20,0.00618
2019-07-19,21,0.00000
2019-07-19,22,0.00000
2019-07-19,23,0.00000
2019-07-19,24,0.00000
2019-07-20,1,0.00000
2019-07-20,2,0.00000
2019-07-20,3,0.00000
2019-07-20,4,0.00000
2019-07-20,5,0.00000
2019-07-20,6,0.00000
2019-07-20,7,0.00208
2019-07-20,8,0.02808
2019-07-20,9,0.14827
2019-07-20,10,0.23646
2019-07-20,11,0.37373
2019-07-20,12,0.48373
2019-07-20,13,0.39019
2019-07-20,14,0.34816
2019-07-20,15,0.36255
2019-07-20,16,0.19094
2019-07-20,17,0.16709
2019-07-20,18,0.07033
2019-07-20,19,0.04497
2019-07-20,20,0.00024
2019-07-20,21,0.00000
2019-07-20,22,0.00000
2019-07-20,23,0.00000
2019-07-20,24,0.00000
2019-07-21,1,0.00000
2019-07-21,2,0.00000
2019-07-21,3,0.00000
2019-07-21,4,0.00000
2019-07-21,5,0.00000
2019-07-21,6,0.00000
2019-07-21,7,0.01934
2019-07-21,8,0.15625
2019-07-21,9,0.43750
2019-07-21,10,0.70747
2019-07-21,11,1.49968
2019-07-21,12,0.50078
2019-07-21,13,0.50895
2019-07-21,14,0.65637
2019-07-21,15,0.84683
2019-07-21,16,1.13458
2019-07-21,17,1.03906
2019-07-21,18,0.34764
2019-07-21,19,0.19151
2019-07-21,20,0.01588
2019-07-21,21,0.00000
2019-07-21,22,0.00000
2019-07-21,23,0.00000
2019-07-21,24,0.00000
2019-07-22,1,0.00000
2019-07-22,2,0.00000
2019-07-22,3,0.00000
2019-07-22,4,0.00000
2019-07-22,5,0.00000
2019-07-22,6,0.00000
2019-07-22,7,0.04095
2019-07-22,8,0.20352
2019-07-22,9,0.47931
2019-07-22,10,0.96126
2019-07-22,11,0.79208
2019-07-22,12,0.80466
2019-07-22,13,0.88211
2019-07-22,14,1.06888
2019-07-22,15,0.70417
2019-07-22,16,1.24991
2019-07-22,17,0.66019
2019-07-22,18,0.51387
2019-07-22,19,0.16579
2019-07-22,20,0.03027
2019-07-22,21,0.00000
2019-07-22,22,0.00000
2019-07-22,23,0.00000
2019-07-22,24,0.00000
2019-07-23,1,0.00000
2019-07-23,2,0.00000
2019-07-23,3,0.00000
2019-07-23,4,0.00000
2019-07-23,5,0.00000
2019-07-23,6,0.00000
2019-07-23,7,0.05717
2019-07-23,8,0.26371
2019-07-23,9,0.76864
2019-07-23,10,1.22807
2019-07-23,11,1.26833
2019-07-23,12,0.96419
2019-07-23,13,1.65998
2019-07-23,14,1.89398
2019-07-23,15,2.09260
2019-07-23,16,1.47662
2019-07-23,17,0.93167
2019-07-23,18,0.55569
2019-07-23,19,0.21628
2019-07-23,20,0.02680
2019-07-23,21,0.00000
2019-07-23,22,0.00000
2019-07-23,23,0.00000
2019-07-23,24,0.00000
2019-07-24,1,0.00000
2019-07-24,2,0.00000
2019-07-24,3,0.00000
2019-07-24,4,0.00000
2019-07-24,5,0.00000
2019-07-24,6,0.00000
2019-07-24,7,0.00810
2019-07-24,8,0.07019
2019-07-24,9,0.13742
2019-07-24,10,0.37579
2019-07-24,11,0.96598
2019-07-24,12,1.13969
2019-07-24,13,1.34732
2019-07-24,14,1.10260
2019-07-24,15,0.59342
2019-07-24,16,0.55864
2019-07-24,17,0.44828
2019-07-24,18,0.16293
2019-07-24,19,0.05581
2019-07-24,20,0.00072
2019-07-24,21,0.00000
2019-07-24,22,0.00000
2019-07-24,23,0.00000
2019-07-24,24,0.00000
2019-07-25,1,0.00000
2019-07-25,2,0.00000
2019-07-25,3,0.00000
2019-07-25,4,0.00000
2019-07-25,5,0.00000
2019-07-25,6,0.00000
2019-07-25,7,0.00778
2019-07-25,8,0.04343
2019-07-25,9,0.11100
2019-07-25,10,0.23206
2019-07-25,11,0.51352
2019-07-25,12,1.29610
2019-07-25,13,2.08125
2019-07-25,14,2.12957
2019-07-25,15,1.84393
2019-07-25,16,1.09262
2019-07-25,17,0.35702
2019-07-25,18,0.07777
2019-07-25,19,0.00232
2019-07-25,20,0.00032
2019-07-25,21,0.00000
2019-07-25,22,0.00000
2019-07-25,23,0.00000
2019-07-25,24,0.00000
2019-07-26,1,0.00000
2019-07-26,2,0.00000
2019-07-26,3,0.00000
2019-07-26,4,0.00000
2019-07-26,5,0.00000
2019-07-26,6,0.00000
2019-07-26,7,0.01186
2019-07-26,8,0.06213
2019-07-26,9,0.22400
2019-07-26,10,0.20817
2019-07-26,11,0.49999
2019-07-26,12,0.61819
2019-07-26,13,1.20886
2019-07-26,14,1.23527
2019-07-26,15,0.80123
2019-07-26,16,0.53462
2019-07-26,17,0.56856
2019-07-26,18,0.15375
2019-07-26,19,0.01260
2019-07-26,20,0.00000
2019-07-26,21,0.00000
2019-07-26,22,0.00000
2019-07-26,23,0.00000
2019-07-26,24,0.00000
2019-07-27,1,0.00000
2019-07-27,2,0.00000
2019-07-27,3,0.00000
2019-07-27,4,0.00000
2019-07-27,5,0.00000
2019-07-27,6,0.00000
2019-07-27,7,0.01644
2019-07-27,8,0.21068
2019-07-27,9,0.21904
2019-07-27,10,0.20672
2019-07-27,11,0.19835
2019-07-27,12,0.18758
2019-07-27,13,0.22546
2019-07-27,14,0.42264
2019-07-27,15,0.48569
2019-07-27,16,0.28883
2019-07-27,17,0.13797
2019-07-27,18,0.05707
2019-07-27,19,0.04929
2019-07-27,20,0.00080
2019-07-27,21,0.00000
2019-07-27,22,0.00000
2019-07-27,23,0.00000
2019-07-27,24,0.00000
2019-07-28,1,0.00000
2019-07-28,2,0.00000
2019-07-28,3,0.00000
2019-07-28,4,0.00000
2019-07-28,5,0.00000
2019-07-28,6,0.00008
2019-07-28,7,0.01042
2019-07-28,8,0.26209
2019-07-28,9,0.40646
2019-07-28,10,0.66243
2019-07-28,11,0.97355
2019-07-28,12,1.68679
2019-07-28,13,2.42807
2019-07-28,14,2.01147
2019-07-28,15,1.36351
2019-07-28,16,1.44918
2019-07-28,17,1.41354
2019-07-28,18,0.74254
2019-07-28,19,0.19238
2019-07-28,20,0.01950
2019-07-28,21,0.00000
2019-07-28,22,0.00000
2019-07-28,23,0.00000
2019-07-28,24,0.00000
2019-07-29,1,0.00000
2019-07-29,2,0.00000
2019-07-29,3,0.00000
2019-07-29,4,0.00000
2019-07-29,5,0.00000
2019-07-29,6,0.00040
2019-07-29,7,0.11622
2019-07-29,8,0.55330
2019-07-29,9,1.00827
2019-07-29,10,1.33697
2019-07-29,11,2.19013
2019-07-29,12,2.37557
2019-07-29,13,2.42206
2019-07-29,14,2.56558
2019-07-29,15,2.19566
2019-07-29,16,2.04140
2019-07-29,17,1.48896
2019-07-29,18,0.90397
2019-07-29,19,0.32718
2019-07-29,20,0.06063
2019-07-29,21,0.00000
2019-07-29,22,0.00000
2019-07-29,23,0.00000
2019-07-29,24,0.00000
2019-07-30,1,0.00000
2019-07-30,2,0.00000
2019-07-30,3,0.00000
2019-07-30,4,0.00000
2019-07-30,5,0.00000
2019-07-30,6,0.00000
2019-07-30,7,0.04371
2019-07-30,8,0.51188
2019-07-30,9,0.91752
2019-07-30,10,1.10346
2019-07-30,11,1.14796
2019-07-30,12,1.58411
2019-07-30,13,3.24843
2019-07-30,14,2.42342
2019-07-30,15,1.48762
2019-07-30,16,1.00776
2019-07-30,17,0.60220
2019-07-30,18,0.32474
2019-07-30,19,0.09128
2019-07-30,20,0.00080
2019-07-30,21,0.00000
2019-07-30,22,0.00000
2019-07-30,23,0.00000
2019-07-30,24,0.00000
2019-07-31,1,0.00000
2019-07-31,2,0.00000
2019-07-31,3,0.00000
2019-07-31,4,0.00000
2019-07-31,5,0.00000
2019-07-31,6,0.00016
2019-07-31,7,0.11364
2019-07-31,8,0.55887
2019-07-31,9,1.11723
2019-07-31,10,0.98913
2019-07-31,11,2.26829
2019-07-31,12,3.46577
2019-07-31,13,3.63124
2019-07-31,14,3.56357
2019-07-31,15,3.35747
2019-07-31,16,2.74001
2019-07-31,17,2.07685
2019-07-31,18,1.18982
2019-07-31,19,0.33591
2019-07-31,20,0.00642
2019-07-31,21,0.00000
2019-07-31,22,0.00000
2019-07-31,23,0.00000
2019-07-31,24,0.00000
